passengers	seats	code_dep	code_arr
18.076	29.124	ES_GCFV	BE_EBBR
25.755	33.508	ES_GCFV	CH_LSZH
82.77	89.841	ES_GCFV	DE_EDDF
69.016	81.187	ES_GCFV	DE_EDDH
43.584	51.089	ES_GCFV	DE_EDDK
131.347	145.349	ES_GCFV	DE_EDDL
50.03	57.946	ES_GCFV	DE_EDDM
45.509	52.59	ES_GCFV	DE_EDDN
27.609	32.267	ES_GCFV	DE_EDDP
55.035	60.907	ES_GCFV	DE_EDDS
46.456	53.891	ES_GCFV	DE_EDDT
60.69	68.626	ES_GCFV	DE_EDDV
21.397	28.598	ES_GCFV	DE_EDDW
32.051	38.248	ES_GCFV	DE_EDLP
298.602	442.155	ES_GCFV	ES_GCLP
96.702	148.071	ES_GCFV	ES_GCXO
27.473	36.794	ES_GCFV	ES_LEBL
154.92	195.269	ES_GCFV	ES_LEMD
51.599	56.61	ES_GCFV	FR_LFPG
42.174	52.417	ES_GCFV	IE_EIDW
28.408	36.705	ES_GCFV	IT_LIMC
22.563	28.611	ES_GCFV	IT_LIME
45.852	60.895	ES_GCFV	NL_EHAM
34.113	40.017	ES_GCFV	PL_EPWA
24.413	25.642	ES_GCFV	SE_ESSA
51.464	60.113	ES_GCFV	UK_EGBB
76.269	84.31	ES_GCFV	UK_EGCC
34.713	41.246	ES_GCFV	UK_EGGD
38.609	46.629	ES_GCFV	UK_EGGP
21.369	25.441	ES_GCFV	UK_EGGW
59.031	64.45	ES_GCFV	UK_EGKK
20.543	26.026	ES_GCFV	UK_EGNM
41.594	47.986	ES_GCFV	UK_EGNX
24.955	27.602	ES_GCFV	UK_EGPF
52.076	62.304	ES_GCFV	UK_EGSS
15.344	32.017	ES_GCHI	ES_GCLP
69.789	109.339	ES_GCHI	ES_GCXO
20.251	31.342	ES_GCLA	DE_EDDL
13.405	16.849	ES_GCLA	DE_EDDN
56.473	92.619	ES_GCLA	ES_GCLP
311.166	495.515	ES_GCLA	ES_GCXO
45.138	53.509	ES_GCLA	ES_LEMD
15.776	22.384	ES_GCLA	NL_EHAM
43.144	56.603	ES_GCLP	BE_EBBR
50.365	64.934	ES_GCLP	CH_LSZH
38.755	45.238	ES_GCLP	CH_LSZM
90.116	98.952	ES_GCLP	DE_EDDF
76.962	88.419	ES_GCLP	DE_EDDH
53.428	66.404	ES_GCLP	DE_EDDK
121.154	137.621	ES_GCLP	DE_EDDL
58.598	66.608	ES_GCLP	DE_EDDM
40.012	45.714	ES_GCLP	DE_EDDN
58.766	66.314	ES_GCLP	DE_EDDS
42.903	48.709	ES_GCLP	DE_EDDT
59.828	71.199	ES_GCLP	DE_EDDV
50.172	56.147	ES_GCLP	DK_EKBI
82.404	93.509	ES_GCLP	DK_EKCH
298.6	437.316	ES_GCLP	ES_GCFV
57.506	92.038	ES_GCLP	ES_GCLA
293.761	437.486	ES_GCLP	ES_GCRR
349.926	554.324	ES_GCLP	ES_GCXO
44.405	54.577	ES_GCLP	ES_LEBB
208.573	269.745	ES_GCLP	ES_LEBL
724.746	916.893	ES_GCLP	ES_LEMD
50.954	68.233	ES_GCLP	ES_LEMG
39.992	50.2	ES_GCLP	ES_LEST
93.29	132.283	ES_GCLP	ES_LEZL
106.11	117.532	ES_GCLP	FI_EFHK
65.461	78.898	ES_GCLP	IE_EIDW
134.675	179.886	ES_GCLP	NL_EHAM
150.141	172.038	ES_GCLP	NO_ENGM
60.148	63.243	ES_GCLP	SE_ESGG
116.118	127.637	ES_GCLP	SE_ESSA
53.542	64.078	ES_GCLP	UK_EGBB
86.414	96.846	ES_GCLP	UK_EGCC
101.299	112.972	ES_GCLP	UK_EGKK
59.487	74.073	ES_GCRR	DE_EDDL
294.103	439.365	ES_GCRR	ES_GCLP
142.371	194.167	ES_GCRR	ES_GCXO
70.043	83.264	ES_GCRR	ES_LEBB
75.925	99.539	ES_GCRR	ES_LEBL
279.734	342.679	ES_GCRR	ES_LEMD
40.971	50.255	ES_GCRR	IE_EICK
104.78	118.839	ES_GCRR	IE_EIDW
47.775	64.847	ES_GCRR	NL_EHAM
40.333	48.591	ES_GCRR	UK_EGAA
91.058	104.021	ES_GCRR	UK_EGBB
162.853	181.703	ES_GCRR	UK_EGCC
44.729	51.314	ES_GCRR	UK_EGGD
40.481	47.719	ES_GCRR	UK_EGGP
50.413	59.555	ES_GCRR	UK_EGGW
158.576	177.067	ES_GCRR	UK_EGKK
42.445	46.762	ES_GCRR	UK_EGNT
53.867	60.42	ES_GCRR	UK_EGNX
44.39	47.396	ES_GCRR	UK_EGPF
53.814	60.854	ES_GCRR	UK_EGSS
103.078	126.537	ES_GCTS	BE_EBBR
62.252	73.871	ES_GCTS	BE_EBCI
86.983	95.59	ES_GCTS	DE_EDDF
66.311	80.488	ES_GCTS	DE_EDDH
110.855	126.891	ES_GCTS	DE_EDDL
53.894	62.988	ES_GCTS	DE_EDDM
47.783	54.759	ES_GCTS	DE_EDDN
47.202	53.393	ES_GCTS	DE_EDDS
50.898	60.173	ES_GCTS	DE_EDDT
43.852	50.336	ES_GCTS	DE_EDDV
45.756	53.484	ES_GCTS	DK_EKBI
49.826	56.553	ES_GCTS	DK_EKCH
53.823	65.217	ES_GCTS	ES_LEBB
57.651	69.139	ES_GCTS	ES_LEBL
143.143	169.912	ES_GCTS	ES_LEMD
57.926	68.275	ES_GCTS	ES_LEST
76.018	80.954	ES_GCTS	FI_EFHK
53.327	62.488	ES_GCTS	IE_EIDW
87.692	122.077	ES_GCTS	NL_EHAM
47.154	52.508	ES_GCTS	NO_ENGM
40.522	50.627	ES_GCTS	RU_UUDD
49.993	53.534	ES_GCTS	SE_ESSA
39.324	47.258	ES_GCTS	UK_EGAA
154.305	180.21	ES_GCTS	UK_EGBB
339.405	385.093	ES_GCTS	UK_EGCC
72.376	84.201	ES_GCTS	UK_EGGD
101.279	119.738	ES_GCTS	UK_EGGW
303.738	346.339	ES_GCTS	UK_EGKK
46.499	51.803	ES_GCTS	UK_EGNM
83.238	90.511	ES_GCTS	UK_EGNT
98.058	110.076	ES_GCTS	UK_EGNX
112.798	122.85	ES_GCTS	UK_EGPF
45.46	53.688	ES_GCTS	UK_EGPH
44.852	56.229	ES_GCTS	UK_EGPK
78.026	87.21	ES_GCTS	UK_EGSS
97.125	151.4	ES_GCXO	ES_GCFV
69.569	109.874	ES_GCXO	ES_GCHI
308.032	496.705	ES_GCXO	ES_GCLA
349.497	540.586	ES_GCXO	ES_GCLP
143.761	194.965	ES_GCXO	ES_GCRR
35.759	41.245	ES_GCXO	ES_LEBB
165.679	198.942	ES_GCXO	ES_LEBL
665.128	826.043	ES_GCXO	ES_LEMD
51.684	64.924	ES_GCXO	ES_LEMG
100.9	125.513	ES_GCXO	ES_LEZL
8.32	21.404	ES_GEML	ES_LEAM
8.225	19.022	ES_GEML	ES_LEGR
40.394	65.682	ES_GEML	ES_LEMD
79.287	138.793	ES_GEML	ES_LEMG
60.772	72.603	ES_LEAL	BE_EBBR
62.473	73.618	ES_LEAL	BE_EBCI
38.951	44.477	ES_LEAL	CH_LSZM
57.581	67.453	ES_LEAL	DE_EDDL
49.565	55.924	ES_LEAL	DE_EDLV
38.765	47.838	ES_LEAL	DK_EKCH
180.03	293.944	ES_LEAL	ES_LEBL
384.213	641.2	ES_LEAL	ES_LEMD
186.292	275.554	ES_LEAL	ES_LEPA
45.745	53.238	ES_LEAL	ES_LEST
58.599	90.543	ES_LEAL	ES_LEZL
38.05	50.367	ES_LEAL	FR_LFPG
42.787	49.783	ES_LEAL	FR_LFPO
78.425	91.696	ES_LEAL	IE_EIDW
102.692	118.942	ES_LEAL	NL_EHAM
65.565	76.689	ES_LEAL	NL_EHEH
47.243	54.328	ES_LEAL	NL_EHRD
93.777	107.912	ES_LEAL	NO_ENGM
39.002	51.162	ES_LEAL	NO_ENRY
44.502	54.113	ES_LEAL	SE_ESKN
37.539	44.87	ES_LEAL	SE_ESSA
61.017	75.489	ES_LEAL	UK_EGAA
147.168	170.517	ES_LEAL	UK_EGBB
289.352	335.213	ES_LEAL	UK_EGCC
140.053	167.613	ES_LEAL	UK_EGGD
156.752	190.333	ES_LEAL	UK_EGGP
90.721	107.073	ES_LEAL	UK_EGGW
38.827	45.917	ES_LEAL	UK_EGHH
371.413	437.565	ES_LEAL	UK_EGKK
112.247	134.298	ES_LEAL	UK_EGNM
106.541	127.714	ES_LEAL	UK_EGNT
136.111	160.993	ES_LEAL	UK_EGNX
94.777	108.174	ES_LEAL	UK_EGPF
57.184	66.212	ES_LEAL	UK_EGPH
46.495	58.302	ES_LEAL	UK_EGPK
