passengers	seats	code_dep	code_arr
58.24	127.465	FI_EFHK	BE_EBBR
42.452	113.472	FI_EFHK	CH_LSZH
82.146	165.422	FI_EFHK	DE_EDDF
41.023	87.918	FI_EFHK	DE_EDDH
127.902	254.297	FI_EFHK	DK_EKCH
51.986	50.323	FI_EFHK	EE_EETN
81.574	84.25	FI_EFHK	ES_GCLP
63.294	68.179	FI_EFHK	ES_GCTS
45.735	48.388	FI_EFHK	ES_LEMG
64.601	111.466	FI_EFHK	FR_LFPG
70.88	159.912	FI_EFHK	NL_EHAM
40.602	94.056	FI_EFHK	NO_ENFB
30.627	62.586	FI_EFHK	RU_ULLI
42.691	68.241	FI_EFHK	RU_UUEE
263.231	670.969	FI_EFHK	SE_ESSA
126.087	211.442	FI_EFHK	UK_EGLL
60.77	97.212	FI_EFHK	US_KJFK
53.608	104.688	FI_EFTU	SE_ESSA
10.324	25.994	AT_LOWG	AT_LOWS
43.576	74.43	AT_LOWG	AT_LOWW
31.542	55.077	AT_LOWG	CH_LSZH
70.831	153.156	AT_LOWG	DE_EDDF
9.429	12.25	AT_LOWG	EL_LGIR
8.947	12.679	AT_LOWG	ES_GCLP
8.693	12.241	AT_LOWG	ES_LEPA
8.776	13.851	AT_LOWG	TN_DTMB
17.598	20.544	AT_LOWG	TR_LTAI
13.56	39.784	AT_LOWI	AT_LOWS
57.568	101.061	AT_LOWI	AT_LOWW
26.059	54.215	AT_LOWI	CH_LSZH
28.684	51.675	AT_LOWI	DE_EDDF
18.78	24.961	AT_LOWI	TR_LTAI
12.141	14.191	AT_LOWI	UK_EGCC
20.469	23.61	AT_LOWI	UK_EGKK
46.244	83.642	AT_LOWK	AT_LOWW
15.207	28.563	AT_LOWK	CH_LSZH
18.721	43.427	AT_LOWK	DE_EDDF
17.424	38.622	AT_LOWL	AT_LOWW
29.853	83.241	AT_LOWL	CH_LSZH
70.048	146.563	AT_LOWL	DE_EDDF
12.211	36.104	AT_LOWL	DE_EDDL
14.845	18.043	AT_LOWL	EL_LGIR
7.499	10.212	AT_LOWL	EL_LGKO
9.529	11.929	AT_LOWL	EL_LGRP
11.0	14.252	AT_LOWL	ES_GCLP
9.268	13.141	AT_LOWL	ES_GCTS
12.225	15.791	AT_LOWL	ES_LEPA
13.423	18.733	AT_LOWL	TN_DTMB
7.594	10.396	AT_LOWL	TR_LTAG
30.028	41.071	AT_LOWL	TR_LTAI
26.76	54.424	AT_LOWS	AT_LOWW
12.178	32.083	AT_LOWS	BE_EBBS
41.783	104.045	AT_LOWS	CH_LSZH
50.131	78.493	AT_LOWS	DE_EDDF
16.537	37.396	AT_LOWS	DE_EDDL
10.377	14.516	AT_LOWS	EL_LGIR
13.771	18.884	AT_LOWS	ES_GCLP
13.226	18.59	AT_LOWS	ES_GCTS
15.036	21.215	AT_LOWS	ES_LEPA
11.403	20.089	AT_LOWS	FR_LFPO
22.06	56.884	AT_LOWS	NL_EHAM
10.779	14.121	AT_LOWS	TN_DTMB
33.139	50.797	AT_LOWS	TR_LTAI
13.308	15.22	AT_LOWS	UK_EGBB
19.999	22.885	AT_LOWS	UK_EGCC
58.495	73.731	AT_LOWS	UK_EGKK
40.718	75.322	AT_LOWW	AT_LOWG
58.036	101.743	AT_LOWW	AT_LOWI
44.505	83.249	AT_LOWW	AT_LOWK
128.405	226.31	AT_LOWW	BE_EBBS
206.79	347.617	AT_LOWW	CH_LSZH
52.524	101.28	AT_LOWW	CZ_LKPR
268.079	438.345	AT_LOWW	DE_EDDF
38.377	69.539	AT_LOWW	DE_EDDH
93.157	188.781	AT_LOWW	DE_EDDL
142.226	290.555	AT_LOWW	DE_EDDM
44.752	75.186	AT_LOWW	DE_EDDS
62.463	111.042	AT_LOWW	DE_EDDT
98.515	154.717	AT_LOWW	DK_EKCH
70.487	112.608	AT_LOWW	EL_LGAT
41.299	47.755	AT_LOWW	EL_LGIR
48.489	66.314	AT_LOWW	EL_LGTS
48.302	78.6	AT_LOWW	ES_LEBL
44.524	70.416	AT_LOWW	ES_LEMD
46.669	58.796	AT_LOWW	ES_LEPA
220.665	417.596	AT_LOWW	FR_LFPG
37.787	81.856	AT_LOWW	HU_LHBP
49.475	79.044	AT_LOWW	IL_LLBG
84.903	159.602	AT_LOWW	IT_LIML
79.408	134.47	AT_LOWW	IT_LIRF
46.83	40.598	AT_LOWW	MK_LWSK
182.305	279.233	AT_LOWW	NL_EHAM
63.721	106.184	AT_LOWW	PL_EPWA
72.362	123.094	AT_LOWW	RU_UUEE
72.376	116.087	AT_LOWW	SE_ESSA
40.204	56.523	AT_LOWW	SG_WSSS
56.209	90.282	AT_LOWW	TH_VTBD
38.875	46.342	AT_LOWW	TN_DTMB
99.959	125.532	AT_LOWW	TR_LTAI
108.796	160.449	AT_LOWW	TR_LTBA
288.16	383.919	AT_LOWW	UK_EGGG
90.652	134.838	AT_LOWW	UK_EGKK
48.558	72.439	AT_LOWW	US_KATL
86.416	111.054	AT_LOWW	US_KJFK
16.294	18.034	UK_EGAA	CA_CYYZ
21.904	22.363	UK_EGAA	ES_GCLP
22.87	23.537	UK_EGAA	ES_GCRR
28.763	29.149	UK_EGAA	ES_GCTS
18.642	19.419	UK_EGAA	ES_LEMG
50.635	51.823	UK_EGAA	ES_LEPA
14.004	14.24	UK_EGAA	ES_LERS
24.178	55.123	UK_EGAA	IE_EINN
32.094	56.556	UK_EGAA	NL_EHAM
12.798	12.972	UK_EGAA	PT_LPFR
11.709	12.577	UK_EGAA	US_KSFB
70.07	133.843	UK_EGBB	BE_EBBR
