passengers	seats	code_dep	code_arr
91.19	175.152	FI_EFHK	BE_EBBR
82.024	150.732	FI_EFHK	CH_LSZH
41.087	74.961	FI_EFHK	CZ_LKPR
140.039	307.051	FI_EFHK	DE_EDDF
72.901	147.707	FI_EFHK	DE_EDDH
50.326	98.064	FI_EFHK	DE_EDDL
45.752	47.567	FI_EFHK	DE_EDDM
188.206	397.638	FI_EFHK	DK_EKCH
90.025	33.463	FI_EFHK	EE_EETN
41.149	46.304	FI_EFHK	EL_LGRP
109.389	111.247	FI_EFHK	ES_GCLP
70.44	76.87	FI_EFHK	ES_GCTS
58.336	63.439	FI_EFHK	ES_LEMG
77.28	94.788	FI_EFHK	FI_EFIV
75.801	69.452	FI_EFHK	FI_EFJO
114.65	98.307	FI_EFHK	FI_EFJY
46.051	86.925	FI_EFHK	FI_EFKE
60.123	72.255	FI_EFHK	FI_EFKI
51.805	94.06	FI_EFHK	FI_EFKK
45.147	62.309	FI_EFHK	FI_EFKS
48.606	72.137	FI_EFHK	FI_EFKT
136.919	214.08	FI_EFHK	FI_EFKU
39.644	9.114	FI_EFHK	FI_EFLP
308.021	563.736	FI_EFHK	FI_EFOU
140.584	184.89	FI_EFHK	FI_EFRO
51.812	51.186	FI_EFHK	FI_EFTP
102.191	106.537	FI_EFHK	FI_EFTU
96.936	122.442	FI_EFHK	FI_EFVA
95.537	156.052	FI_EFHK	FR_LFPG
57.61	87.74	FI_EFHK	HU_LHBP
120.792	285.361	FI_EFHK	NL_EHAM
48.824	100.369	FI_EFHK	NO_ENFB
39.823	89.081	FI_EFHK	PL_EPWA
41.488	63.189	FI_EFHK	RU_ULLI
58.042	121.827	FI_EFHK	RU_UUEE
38.453	68.732	FI_EFHK	SE_ESGG
463.511	968.695	FI_EFHK	SE_ESSA
43.373	62.4	FI_EFHK	TH_VTBD
41.388	43.86	FI_EFHK	TR_LTAI
39.296	87.564	FI_EFHK	UK_EGKK
182.714	304.539	FI_EFHK	UK_EGLL
98.636	155.6	FI_EFHK	US_KJFK
40.846	60.084	FI_EFIV	FI_EFHK
17.825	40.554	FI_EFIV	FI_EFKT
80.564	72.865	FI_EFJO	FI_EFHK
103.036	98.948	FI_EFJY	FI_EFHK
48.337	106.317	FI_EFKE	FI_EFHK
8.361	32.724	FI_EFKE	FI_EFOU
6.572	20.742	FI_EFKE	FI_EFRO
59.761	72.162	FI_EFKI	FI_EFHK
54.154	74.397	FI_EFKK	FI_EFHK
8.521	18.96	FI_EFKK	FI_EFVA
43.922	61.841	FI_EFKS	FI_EFHK
59.987	103.721	FI_EFKT	FI_EFHK
3.112	7.56	FI_EFKT	FI_EFIV
130.949	209.31	FI_EFKU	FI_EFHK
36.245	10.461	FI_EFLP	FI_EFHK
53.475	16.056	FI_EFMA	FI_EFTU
292.476	524.268	FI_EFOU	FI_EFHK
15.709	70.761	FI_EFOU	FI_EFRO
21.918	43.742	FI_EFOU	SE_ESSA
34.558	5.244	FI_EFPO	FI_EFHK
10.007	0.012	FI_EFPO	SE_ESSA
127.463	220.073	FI_EFRO	FI_EFHK
18.181	38.772	FI_EFRO	FI_EFKE
8.256	25.174	FI_EFRO	FI_EFOU
56.962	54.812	FI_EFTP	FI_EFHK
40.232	42.896	FI_EFTP	SE_ESSA
94.43	68.447	FI_EFTU	FI_EFHK
52.043	16.122	FI_EFTU	FI_EFMA
80.421	187.598	FI_EFTU	SE_ESSA
88.603	123.3	FI_EFVA	FI_EFHK
17.805	15.192	FI_EFVA	FI_EFKK
47.762	69.848	FI_EFVA	SE_ESSA
11.293	26.929	AT_LOWG	AT_LOWS
47.888	78.382	AT_LOWG	AT_LOWW
37.759	65.99	AT_LOWG	CH_LSZH
73.542	131.308	AT_LOWG	DE_EDDF
8.689	25.049	AT_LOWG	DE_EDDM
11.956	15.337	AT_LOWG	EL_LGIR
7.566	11.19	AT_LOWG	ES_GCTS
10.028	15.752	AT_LOWG	ES_LEPA
8.722	14.228	AT_LOWG	TN_DTMB
14.171	17.453	AT_LOWG	TR_LTAI
13.942	35.731	AT_LOWI	AT_LOWS
61.299	99.523	AT_LOWI	AT_LOWW
28.41	54.663	AT_LOWI	CH_LSZH
29.722	55.107	AT_LOWI	DE_EDDF
8.226	11.221	AT_LOWI	EL_LGIR
9.157	12.496	AT_LOWI	TN_DTMB
15.524	21.116	AT_LOWI	TR_LTAI
14.263	16.518	AT_LOWI	UK_EGCC
