passengers	seats	code_dep	code_arr
21.761	27.232	ES_GCFV	CH_LSZH
23.355	31.904	ES_GCFV	DE_EDDB
90.35	102.855	ES_GCFV	DE_EDDF
65.973	79.777	ES_GCFV	DE_EDDH
37.273	45.287	ES_GCFV	DE_EDDK
123.498	144.813	ES_GCFV	DE_EDDL
51.007	61.944	ES_GCFV	DE_EDDM
35.473	46.404	ES_GCFV	DE_EDDN
53.642	62.198	ES_GCFV	DE_EDDS
34.073	40.282	ES_GCFV	DE_EDDT
64.565	75.192	ES_GCFV	DE_EDDV
26.348	33.964	ES_GCFV	DE_EDLP
195.823	250.522	ES_GCFV	ES_GCLP
57.344	70.815	ES_GCFV	ES_GCXO
100.468	156.77	ES_GCFV	ES_LEMD
26.468	31.474	ES_GCFV	IE_EIDW
52.827	64.063	ES_GCFV	NL_EHAM
20.176	20.966	ES_GCFV	SE_ESSA
42.778	44.634	ES_GCFV	UK_EGBB
102.829	109.561	ES_GCFV	UK_EGCC
30.472	34.877	ES_GCFV	UK_EGGD
32.907	39.639	ES_GCFV	UK_EGGW
101.752	109.552	ES_GCFV	UK_EGKK
27.285	31.166	ES_GCFV	UK_EGNX
60.065	82.988	ES_GCHI	ES_GCXO
6.611	18.224	ES_GCLA	BE_EBBR
15.026	20.971	ES_GCLA	DE_EDDF
12.299	17.644	ES_GCLA	DE_EDDH
18.379	27.325	ES_GCLA	DE_EDDL
20.875	27.771	ES_GCLA	DE_EDDM
11.41	16.613	ES_GCLA	DE_EDDS
40.213	56.006	ES_GCLA	ES_GCLP
208.19	266.056	ES_GCLA	ES_GCXO
50.336	110.386	ES_GCLA	ES_LEMD
20.033	28.759	ES_GCLA	NL_EHAM
49.96	62.958	ES_GCLP	BE_EBBR
57.052	74.448	ES_GCLP	CH_LSZH
117.549	146.848	ES_GCLP	DE_EDDF
83.385	107.3	ES_GCLP	DE_EDDH
44.33	60.429	ES_GCLP	DE_EDDK
136.442	182.111	ES_GCLP	DE_EDDL
75.078	98.215	ES_GCLP	DE_EDDM
57.351	69.443	ES_GCLP	DE_EDDS
38.844	58.896	ES_GCLP	DE_EDDT
70.156	90.011	ES_GCLP	DE_EDDV
36.993	50.863	ES_GCLP	DE_EDLP
61.316	72.45	ES_GCLP	DK_EKBI
69.868	85.865	ES_GCLP	DK_EKCH
193.922	254.592	ES_GCLP	ES_GCFV
42.451	56.599	ES_GCLP	ES_GCLA
218.477	294.585	ES_GCLP	ES_GCRR
218.093	302.792	ES_GCLP	ES_GCXO
92.285	159.106	ES_GCLP	ES_LEBL
612.372	1101.632	ES_GCLP	ES_LEMD
38.911	67.047	ES_GCLP	ES_LEZL
93.027	100.233	ES_GCLP	FI_EFHK
100.654	112.368	ES_GCLP	IE_EIDW
187.421	249.513	ES_GCLP	NL_EHAM
79.627	89.282	ES_GCLP	NO_ENCA
57.252	60.496	ES_GCLP	SE_ESGG
109.813	119.719	ES_GCLP	SE_ESSA
78.985	84.703	ES_GCLP	UK_EGBB
200.396	218.392	ES_GCLP	UK_EGCC
39.421	45.036	ES_GCLP	UK_EGGW
178.23	203.803	ES_GCLP	UK_EGKK
56.74	61.032	ES_GCLP	UK_EGPF
23.554	41.355	ES_GCRR	BE_EBBR
25.336	39.621	ES_GCRR	CH_LSZH
66.666	82.345	ES_GCRR	DE_EDDF
42.183	58.487	ES_GCRR	DE_EDDH
23.454	40.706	ES_GCRR	DE_EDDK
77.859	99.185	ES_GCRR	DE_EDDL
33.077	51.868	ES_GCRR	DE_EDDM
23.496	37.741	ES_GCRR	DE_EDDN
37.23	48.45	ES_GCRR	DE_EDDS
23.161	40.351	ES_GCRR	DE_EDDT
37.547	53.649	ES_GCRR	DE_EDDV
21.29	29.717	ES_GCRR	DE_EDLP
222.414	298.237	ES_GCRR	ES_GCLP
47.112	92.229	ES_GCRR	ES_GCTS
89.731	121.475	ES_GCRR	ES_GCXO
41.261	72.572	ES_GCRR	ES_LEBL
221.28	342.8	ES_GCRR	ES_LEMD
25.895	27.722	ES_GCRR	FI_EFHK
24.041	25.905	ES_GCRR	IE_EICK
98.09	110.556	ES_GCRR	IE_EIDW
