passengers	seats	code_dep	code_arr
18.414	31.696	ES_GCFV	BE_EBBR
90.837	103.0	ES_GCFV	DE_EDDF
19.602	25.745	ES_GCFV	DE_EDDG
62.965	84.391	ES_GCFV	DE_EDDH
43.173	54.101	ES_GCFV	DE_EDDK
117.972	139.03	ES_GCFV	DE_EDDL
56.561	67.145	ES_GCFV	DE_EDDM
36.151	49.916	ES_GCFV	DE_EDDN
56.591	66.408	ES_GCFV	DE_EDDS
31.861	38.045	ES_GCFV	DE_EDDT
55.524	67.785	ES_GCFV	DE_EDDV
24.446	31.857	ES_GCFV	DE_EDLP
204.207	268.195	ES_GCFV	ES_GCLP
56.756	71.865	ES_GCFV	ES_GCXO
120.347	154.284	ES_GCFV	ES_LEMD
31.487	33.243	ES_GCFV	IE_EIDW
54.161	72.94	ES_GCFV	NL_EHAM
39.813	41.629	ES_GCFV	UK_EGBB
104.966	110.239	ES_GCFV	UK_EGCC
32.786	33.477	ES_GCFV	UK_EGGD
26.193	28.573	ES_GCFV	UK_EGGW
100.974	105.877	ES_GCFV	UK_EGKK
31.847	33.419	ES_GCFV	UK_EGNX
22.919	24.62	ES_GCFV	UK_EGPF
19.977	21.465	ES_GCFV	UK_EGSS
6.449	8.866	ES_GCHI	ES_GCLP
54.561	77.094	ES_GCHI	ES_GCXO
5.966	16.958	ES_GCLA	BE_EBBR
13.755	17.709	ES_GCLA	DE_EDDF
10.442	14.52	ES_GCLA	DE_EDDH
15.145	26.186	ES_GCLA	DE_EDDL
18.974	24.462	ES_GCLA	DE_EDDM
10.421	13.884	ES_GCLA	DE_EDDS
42.588	64.937	ES_GCLA	ES_GCLP
202.955	245.367	ES_GCLA	ES_GCXO
41.59	60.928	ES_GCLA	ES_LEMD
22.602	39.684	ES_GCLA	NL_EHAM
50.342	60.473	ES_GCLP	BE_EBBR
49.954	58.581	ES_GCLP	CH_LSZH
102.475	119.355	ES_GCLP	DE_EDDF
74.667	96.689	ES_GCLP	DE_EDDH
44.486	60.929	ES_GCLP	DE_EDDK
117.579	162.646	ES_GCLP	DE_EDDL
64.559	86.038	ES_GCLP	DE_EDDM
61.145	82.794	ES_GCLP	DE_EDDS
38.784	55.009	ES_GCLP	DE_EDDT
59.703	78.609	ES_GCLP	DE_EDDV
48.406	50.187	ES_GCLP	DK_EKBI
62.454	99.078	ES_GCLP	DK_EKCH
196.47	257.742	ES_GCLP	ES_GCFV
45.064	63.763	ES_GCLP	ES_GCLA
218.205	281.487	ES_GCLP	ES_GCRR
212.734	295.894	ES_GCLP	ES_GCXO
94.096	141.97	ES_GCLP	ES_LEBL
634.647	893.946	ES_GCLP	ES_LEMD
85.848	89.969	ES_GCLP	FI_EFHK
100.668	105.612	ES_GCLP	IE_EIDW
173.826	201.981	ES_GCLP	NL_EHAM
78.035	83.275	ES_GCLP	NO_ENCA
55.937	59.939	ES_GCLP	SE_ESGG
38.729	44.004	ES_GCLP	SE_ESMS
99.435	111.212	ES_GCLP	SE_ESSA
77.025	80.864	ES_GCLP	UK_EGBB
173.574	182.527	ES_GCLP	UK_EGCC
182.224	208.533	ES_GCLP	UK_EGKK
38.308	41.123	ES_GCLP	UK_EGNX
56.197	58.804	ES_GCLP	UK_EGPF
62.154	77.175	ES_GCRR	DE_EDDF
39.847	53.888	ES_GCRR	DE_EDDH
72.323	94.644	ES_GCRR	DE_EDDL
37.393	51.992	ES_GCRR	DE_EDDS
223.867	287.584	ES_GCRR	ES_GCLP
44.964	84.452	ES_GCRR	ES_GCTS
89.242	117.171	ES_GCRR	ES_GCXO
250.285	311.13	ES_GCRR	ES_LEMD
119.559	125.304	ES_GCRR	IE_EIDW
69.483	99.532	ES_GCRR	NL_EHAM
67.322	70.492	ES_GCRR	UK_EGBB
211.297	219.722	ES_GCRR	UK_EGCC
241.06	271.147	ES_GCRR	UK_EGKK
46.256	48.193	ES_GCRR	UK_EGNX
56.491	58.664	ES_GCRR	UK_EGPF
111.362	129.621	ES_GCTS	BE_EBBR
96.639	120.601	ES_GCTS	DE_EDDF
58.838	87.051	ES_GCTS	DE_EDDH
83.797	118.591	ES_GCTS	DE_EDDL
70.248	93.302	ES_GCTS	DE_EDDM
40.883	56.984	ES_GCTS	DE_EDDN
60.364	85.074	ES_GCTS	DE_EDDS
48.727	68.948	ES_GCTS	DE_EDDV
18.598	66.093	ES_GCTS	ES_GCLP
39.068	75.357	ES_GCTS	ES_GCRR
63.94	79.2	ES_GCTS	ES_LEBB
63.873	93.277	ES_GCTS	ES_LEBL
311.62	437.523	ES_GCTS	ES_LEMD
40.845	51.22	ES_GCTS	ES_LEST
68.557	71.52	ES_GCTS	FI_EFHK
51.872	55.901	ES_GCTS	IE_EIDW
127.811	152.348	ES_GCTS	NL_EHAM
42.69	45.686	ES_GCTS	NO_ENGM
37.985	42.768	ES_GCTS	SE_ESGG
58.77	62.055	ES_GCTS	SE_ESSA
154.683	162.712	ES_GCTS	UK_EGBB
476.946	501.578	ES_GCTS	UK_EGCC
41.087	42.519	ES_GCTS	UK_EGFF
62.04	65.129	ES_GCTS	UK_EGGD
68.271	76.238	ES_GCTS	UK_EGGW
462.716	502.379	ES_GCTS	UK_EGKK
79.933	81.519	ES_GCTS	UK_EGNT
73.54	75.81	ES_GCTS	UK_EGNX
138.548	146.188	ES_GCTS	UK_EGPF
54.887	59.359	ES_GCTS	UK_EGSS
13.54	18.039	ES_GCXO	DE_EDDL
56.91	72.027	ES_GCXO	ES_GCFV
54.417	75.944	ES_GCXO	ES_GCHI
200.592	242.311	ES_GCXO	ES_GCLA
212.013	294.389	ES_GCXO	ES_GCLP
94.496	118.267	ES_GCXO	ES_GCRR
128.717	174.37	ES_GCXO	ES_LEBL
428.75	606.072	ES_GCXO	ES_LEMD
47.409	59.905	ES_GCXO	ES_LEZL
7.769	19.007	ES_GEML	ES_LEAM
15.59	23.501	ES_GEML	ES_LEMD
71.717	120.299	ES_GEML	ES_LEMG
93.19	105.623	ES_LEAL	BE_EBBR
53.994	66.015	ES_LEAL	DE_EDDF
96.252	125.637	ES_LEAL	DE_EDDL
43.502	58.502	ES_LEAL	DE_EDDM
168.995	256.43	ES_LEAL	ES_LEBL
332.428	509.187	ES_LEAL	ES_LEMD
114.903	205.073	ES_LEAL	ES_LEPA
57.38	62.813	ES_LEAL	IE_EIDW
120.19	146.865	ES_LEAL	NL_EHAM
79.363	97.544	ES_LEAL	NO_ENGM
44.201	53.682	ES_LEAL	SE_ESSA
102.19	110.559	ES_LEAL	UK_EGBB
379.597	399.341	ES_LEAL	UK_EGCC
52.847	60.7	ES_LEAL	UK_EGFF
112.381	127.541	ES_LEAL	UK_EGGD
97.456	109.868	ES_LEAL	UK_EGGW
377.441	431.025	ES_LEAL	UK_EGKK
73.095	75.271	ES_LEAL	UK_EGNT
121.182	131.544	ES_LEAL	UK_EGNX
90.425	93.798	ES_LEAL	UK_EGPF
161.245	176.892	ES_LEAL	UK_EGSS
40.49	49.717	ES_LEAM	BE_EBBR
12.608	15.667	ES_LEAM	DE_EDDF
23.62	32.497	ES_LEAM	DE_EDDL
34.865	54.397	ES_LEAM	ES_LEBL
68.759	101.741	ES_LEAM	ES_LEMD
16.71	24.576	ES_LEAM	ES_LEPA
16.963	18.405	ES_LEAM	UK_EGBB
37.92	41.831	ES_LEAM	UK_EGCC
47.882	56.217	ES_LEAM	UK_EGKK
26.275	31.469	ES_LEAS	ES_GCTS
66.797	95.04	ES_LEAS	ES_LEBL
256.657	426.901	ES_LEAS	ES_LEMD
12.411	15.742	ES_LEAS	ES_LEPA
18.82	32.17	ES_LEBB	BE_EBBR
81.575	108.566	ES_LEBB	DE_EDDF
11.117	17.104	ES_LEBB	DE_EDDL
23.214	25.733	ES_LEBB	ES_GCRR
64.936	79.954	ES_LEBB	ES_GCTS
11.123	13.72	ES_LEBB	ES_LEAL
188.893	325.635	ES_LEBB	ES_LEBL
370.641	693.561	ES_LEBB	ES_LEMD
26.277	35.152	ES_LEBB	ES_LEMG
44.885	60.198	ES_LEBB	ES_LEPA
18.02	30.252	ES_LEBB	ES_LEST
30.083	48.036	ES_LEBB	ES_LEVC
31.745	46.52	ES_LEBB	ES_LEZL
65.36	95.848	ES_LEBB	FR_LFPG
18.265	31.478	ES_LEBB	IT_LIMC
37.634	62.015	ES_LEBB	UK_EGKK
30.734	49.68	ES_LEBB	UK_EGLL
68.933	86.041	ES_LEBB	UK_EGSS
58.59	91.197	ES_LEBL	AT_LOWW
303.851	458.187	ES_LEBL	BE_EBBR
136.729	230.674	ES_LEBL	CH_LSGG
157.68	277.413	ES_LEBL	CH_LSZH
290.718	442.588	ES_LEBL	DE_EDDF
82.888	146.37	ES_LEBL	DE_EDDL
166.988	245.373	ES_LEBL	DE_EDDM
48.689	79.851	ES_LEBL	DE_EDDS
57.951	95.446	ES_LEBL	DK_EKCH
48.072	100.133	ES_LEBL	EL_LGAT
92.451	139.902	ES_LEBL	ES_GCLP
64.203	89.889	ES_LEBL	ES_GCTS
124.465	177.483	ES_LEBL	ES_GCXO
172.539	258.873	ES_LEBL	ES_LEAL
73.057	96.817	ES_LEBL	ES_LEAS
192.422	321.804	ES_LEBL	ES_LEBB
50.759	77.603	ES_LEBL	ES_LECO
85.639	131.063	ES_LEBL	ES_LEGR
253.506	370.907	ES_LEBL	ES_LEIB
1975.313	3340.327	ES_LEBL	ES_LEMD
273.322	450.478	ES_LEBL	ES_LEMG
233.634	360.327	ES_LEBL	ES_LEMH
725.906	1151.045	ES_LEBL	ES_LEPA
39.036	56.224	ES_LEBL	ES_LESO
94.365	167.14	ES_LEBL	ES_LEST
104.379	180.336	ES_LEBL	ES_LEVC
69.842	118.743	ES_LEBL	ES_LEVX
298.894	399.163	ES_LEBL	ES_LEZL
41.371	54.728	ES_LEBL	FI_EFHK
43.188	98.93	ES_LEBL	FR_LFMN
327.21	523.936	ES_LEBL	FR_LFPG
202.265	335.06	ES_LEBL	FR_LFPO
69.512	95.494	ES_LEBL	IE_EIDW
82.885	130.968	ES_LEBL	IL_LLBG
192.429	310.639	ES_LEBL	IT_LIMC
47.719	101.441	ES_LEBL	IT_LIML
58.912	105.529	ES_LEBL	IT_LIPZ
221.325	325.504	ES_LEBL	IT_LIRF
542.847	681.993	ES_LEBL	NL_EHAM
131.543	260.519	ES_LEBL	PT_LPPT
56.464	64.554	ES_LEBL	RU_UUDD
53.087	64.331	ES_LEBL	RU_UUEE
62.084	95.469	ES_LEBL	SE_ESSA
42.937	82.255	ES_LEBL	TR_LTBA
42.327	62.657	ES_LEBL	UK_EGCC
40.296	48.446	ES_LEBL	UK_EGGD
91.86	109.879	ES_LEBL	UK_EGGP
164.09	200.157	ES_LEBL	UK_EGGW
216.912	289.503	ES_LEBL	UK_EGKK
373.369	508.684	ES_LEBL	UK_EGLL
95.082	112.173	ES_LEBL	UK_EGSS
56.69	115.286	ES_LEBL	US_KJFK
46.219	76.144	ES_LECO	ES_LEBL
198.258	281.676	ES_LECO	ES_LEMD
20.322	25.412	ES_LEGE	BE_EBBR
20.137	21.908	ES_LEGE	UK_EGBB
51.77	54.836	ES_LEGE	UK_EGCC
13.004	13.728	ES_LEGE	UK_EGFF
36.447	42.268	ES_LEGE	UK_EGKK
19.957	20.781	ES_LEGE	UK_EGPF
88.81	128.431	ES_LEGR	ES_LEBL
96.046	154.141	ES_LEGR	ES_LEMD
41.765	49.72	ES_LEGR	ES_LEPA
23.993	29.84	ES_LEIB	BE_EBBR
45.625	54.172	ES_LEIB	DE_EDDF
28.05	37.811	ES_LEIB	DE_EDDH
21.872	27.317	ES_LEIB	DE_EDDK
96.367	127.058	ES_LEIB	DE_EDDL
33.611	41.829	ES_LEIB	DE_EDDM
26.824	35.683	ES_LEIB	DE_EDDS
20.667	30.792	ES_LEIB	DE_EDDV
262.365	373.684	ES_LEIB	ES_LEBL
159.046	228.074	ES_LEIB	ES_LEMD
130.5	238.996	ES_LEIB	ES_LEPA
30.444	49.361	ES_LEIB	ES_LEVC
21.138	23.977	ES_LEIB	FR_LFPG
